Taxa,0,Mean_rel_abt_on_kiosk
Geodermatophilus.obscurus,-2.598795832384612,0.0007281579999999999
Massilia.oculi,-2.4632110947124746,0.000823255142857143
Deinococcus.sp..NW.56,-2.087834587724503,0.00055904
Kocuria.flava,-1.582975480400358,0.001779138
Microbacterium.aurum,-1.5166572124588171,0.001301876142857143
Kocuria.sp..KD4,-1.4885814918419946,0.0006333962857142857
Tessaracoccus.sp..T2.5.30,-1.451904698338959,0.0010865327142857144
Kocuria.turfanensis,-1.3558481981724668,0.0006280929999999999
Micropruina.glycogenica,-1.3369719889010039,0.0006993488571428572
Kocuria.rosea,-1.3165052700726179,0.0006528597142857143
Propioniciclava.sp..HDW11,-1.2836461294220705,0.0015018007142857143
Thermomonas.sp..SY21,-1.261790313562786,0.0007490238571428572
Ornithinimicrobium.flavum,-1.210348442521786,0.0015634345714285716
Nocardioides.seonyuensis,-1.2077214437028498,0.0007567494285714286
Rhodobacter.sphaeroides,-1.169381870499416,0.0007431525714285714
Tessaracoccus.flavus,-1.1604743219097866,0.0008531957142857143
Chroococcidiopsis.thermalis,-1.1103412238886072,0.0017255925714285713
Nocardioides.sp..HDW12B,-1.1078874579358544,0.0007456331428571428
Ornithinimicrobium.sp..AMA3305,-1.1064296916679872,0.0008436675714285714
Paracoccus.sp..AK26,-1.1018721103651234,0.007171994285714286
Exiguobacterium.mexicanum,-1.0964791271013965,0.0007332618571428572
Nocardioides.sp..CF8,-1.0732727532672364,0.0007480321428571428
Paracoccus.contaminans,-1.0722902173171711,0.0017314172857142858
Paracoccus.denitrificans,-1.0670198957850694,0.0007311711428571429
Paracoccus.aminovorans,-1.0649724366660713,0.000853577
Ornithinimicrobium.sp..HY006,-1.0567455428809112,0.0006657327142857143
Paracoccus.pantotrophus,-1.0534464191864128,0.0008062477142857143
Paracoccus.jeotgali,-1.0300149424628806,0.0007418534285714285
Paracoccus.sp..2251,-1.0269908954235731,0.0013134421428571427
Nocardioides.sp..JS614,-1.0175046885224894,0.0007330977142857143
